target,id,date,flag,user,text
0,2181171346,Mon Jun 15 11:27:54 PDT 2009,NO_QUERY,melz0812,@PoisonKeyblade omgsh no way!!!!! that's awesome!! awwz i wish i could be there  stupid regents!! ughhhh
0,2237424683,Fri Jun 19 05:46:39 PDT 2009,NO_QUERY,wehype,#followfriday  #followfriday  #followfriday  #followfriday  Ich dachte es wäre #filthyfriday 
0,2013883137,Tue Jun 02 23:50:34 PDT 2009,NO_QUERY,StuChad,"working from home today ...but going to hospital tomorrow  ...ying and yang. Don't ask about hospital, not saying on Twitter!"
1,1559388711,Sun Apr 19 11:00:39 PDT 2009,NO_QUERY,leaveittoweaver,@izgotbeer I'm pretty decent  How about you? &lt;333
0,2072024685,Sun Jun 07 20:16:18 PDT 2009,NO_QUERY,wongandrea,I didn't WIN! 
1,2032716017,Thu Jun 04 11:39:48 PDT 2009,NO_QUERY,lexylove,@choochootheband woop  have fun makin that music.
0,2203112096,Tue Jun 16 23:03:13 PDT 2009,NO_QUERY,meatworld,dude... i can't go to the parade.... so sad! TT i'll be blocks from it... but i have training at lunch tomorrow.... or i totally would go 
1,1791859858,Wed May 13 21:19:57 PDT 2009,NO_QUERY,sarahnatessar,@miminaechal happy bday munyillll 
1,1965860580,Fri May 29 16:40:40 PDT 2009,NO_QUERY,traceyclark,"@PhotoPlayDate no, you are @Greeblemonkey !!  xo"
0,1556815924,Sun Apr 19 00:29:12 PDT 2009,NO_QUERY,nadyasha,It's snowing  in moscow in the middle of april! I'm freezing 
0,2189800066,Tue Jun 16 00:56:38 PDT 2009,NO_QUERY,caitlyngothly,My Second Life partner is working on building our new mainstore today...hope we have more success than our failed club  lol
0,2252424199,Sat Jun 20 06:14:11 PDT 2009,NO_QUERY,MarniTanya,"I'm at Be a Pilot Day, but it's raining.... "
0,2047606914,Fri Jun 05 13:54:24 PDT 2009,NO_QUERY,HFEM,my stomach has been acting funny  this is not good for this weekend.
1,1678219253,Sat May 02 05:57:50 PDT 2009,NO_QUERY,lopezwilfred,@pbadstibner That''s ok. Anytime 
0,2208337379,Wed Jun 17 09:04:26 PDT 2009,NO_QUERY,brighterstars,sick of college and writing all these assignments  need cheering up lol
1,1754599154,Sun May 10 06:48:25 PDT 2009,NO_QUERY,blubutterfly75,"My handsome man got me breakfast from Panera. He is the best, love him to death. I am very blessed, absolutely love my life. "
1,1692255802,Sun May 03 19:36:20 PDT 2009,NO_QUERY,eriklparker,@lukemyszka Yup! Its the kind of relationship that you two have as the lighting/video guys for the series! ha 
0,2182885728,Mon Jun 15 13:45:51 PDT 2009,NO_QUERY,sallyshush,oh no  Adrianna and navid have to keep the baby
0,2068681642,Sun Jun 07 14:30:33 PDT 2009,NO_QUERY,aaronshintaku,wow that weekend was awesome. now back the real world 
1,1981102214,Sun May 31 08:25:21 PDT 2009,NO_QUERY,georgegabriel,"Out in the yard revising...with yep you guessed it, a cider "
1,1994294637,Mon Jun 01 11:42:53 PDT 2009,NO_QUERY,kenburbary,@PublicCityPR  Odd. I do notice a major delay in Tweetdeck replies compared to the past. Perhaps I've been away too long 
1,1975027129,Sat May 30 14:17:39 PDT 2009,NO_QUERY,SpicyBev,"@X0gossipgirlX0 ha ha Sexy ones, too but you have cute hair "
0,2057509927,Sat Jun 06 13:08:16 PDT 2009,NO_QUERY,green_hugger,@MammaZOOM Me too.   steezing all the time and a constance runny nose. my nose is reallly sore of wiping it all the time.
0,2251571189,Sat Jun 20 03:55:52 PDT 2009,NO_QUERY,neobluepanther,Just realised that one of my domain names expired yesterday 
1,2065767257,Sun Jun 07 09:15:00 PDT 2009,NO_QUERY,DeniseBellah,@tommcfly Can I be there when this happens.  That is a good one  
0,1550676599,Sat Apr 18 06:54:46 PDT 2009,NO_QUERY,belladawn1008,@emmyrossum cleaning  have to show my house today(trying to get it sold)
0,2018328614,Wed Jun 03 09:47:49 PDT 2009,NO_QUERY,hautepocket,@loveka Noooo! That is the worst news ever! 
1,2064351209,Sun Jun 07 06:01:22 PDT 2009,NO_QUERY,leanrocks,@carlsalazar World Litt... is everywhere else in the world but asia 
0,2326018709,Thu Jun 25 06:25:46 PDT 2009,NO_QUERY,map_maker,Sigh. Javascript and HTML are not my friends today.   Bah.
1,1564088160,Mon Apr 20 01:42:42 PDT 2009,NO_QUERY,Terri_E,@yuliakatkova I will try to help you tomorrow on this (facebook) 
1,2013162246,Tue Jun 02 22:02:59 PDT 2009,NO_QUERY,WagsnWellness,@ForAnimalLovers  Will you be a regular contributor to Whole Dog Journal? Excited for more  articles on herbs! Just ordered your new book 
0,2251065521,Sat Jun 20 02:19:47 PDT 2009,NO_QUERY,WeeYinn,I miss my baby girl.  Anyone know any great songs?
1,2190501500,Tue Jun 16 02:54:50 PDT 2009,NO_QUERY,indra_outset,I am now the senior most in the team and not married 
1,2039884552,Thu Jun 04 23:03:22 PDT 2009,NO_QUERY,orgnlredling,This just in: I'm going to bed! Tomorrow? Shoe shopping 
0,2191455914,Tue Jun 16 05:18:49 PDT 2009,NO_QUERY,aspiringkatie,Burnt my hand on the fireplace 
0,2191417628,Tue Jun 16 05:13:56 PDT 2009,NO_QUERY,DJDamageSA,"is back at home, catching up on the confed cup. forgot to rec the opening tho "
1,2059515931,Sat Jun 06 17:05:24 PDT 2009,NO_QUERY,Princesa1983,"Got a new laptop, Yippie "
0,2185861922,Mon Jun 15 18:00:51 PDT 2009,NO_QUERY,YaYa825,my tummy hurts 
1,2193186772,Tue Jun 16 08:06:51 PDT 2009,NO_QUERY,EnglishTeaStore,"@itsabouttea Thanks, anything to persuade people to drink tea  Great article btw!"
1,1881566922,Fri May 22 05:00:29 PDT 2009,NO_QUERY,oisteing,"@maggiev Nor. was supposed to mean Norwegian  You can find lots of useful GGB-stuff on other countries wikies too, with some lang.probs..."
1,1968352987,Fri May 29 21:15:41 PDT 2009,NO_QUERY,YellowRoseofTX,Good night everybody ! Have a good weekend  
0,2206233322,Wed Jun 17 06:13:17 PDT 2009,NO_QUERY,saintwednesday,Going to the airport to see Minerva one last time. 
1,2001934440,Tue Jun 02 02:34:50 PDT 2009,NO_QUERY,franziska_h,http://twitpic.com/6gfjr - Me&amp;Talita.last friday at Flo's  cellphonepic.bad quality. 
0,1833365520,Sun May 17 23:03:44 PDT 2009,NO_QUERY,marcus_moulic,imma tired from the wholed dayy :|:|:| monday again tomorrow  what to doo
0,2262453608,Sat Jun 20 22:32:32 PDT 2009,NO_QUERY,dlt17,Yay! 2 tacos for $0.99...wait no it's 2 for $1.09. That's false advertise right there 
0,1983740242,Sun May 31 13:44:35 PDT 2009,NO_QUERY,PoppyWay,my tummy hurts 
0,2190797774,Tue Jun 16 03:45:19 PDT 2009,NO_QUERY,hboy123,I'm not watching enough porn 
0,2204846059,Wed Jun 17 03:17:06 PDT 2009,NO_QUERY,theellibu,There's peach juice all over the inside of my bag... think it got a bit squished on my way to work 
1,2047656111,Fri Jun 05 13:58:53 PDT 2009,NO_QUERY,KathrynHallPR,#FF For best beauty secrets follow pros @KatAragon and @GiulianaRancic Both are enormously generous about sharing their information! 
1,2190470269,Tue Jun 16 02:49:22 PDT 2009,NO_QUERY,dajbelshaw,"@mwclarkson Hope it goes well, Mark! "
1,1976499890,Sat May 30 17:32:44 PDT 2009,NO_QUERY,samthrax,@midnightlily I'm not as miserable as earlier but I've been laying in bed since I got home so that's prob helping. 
0,2257293306,Sat Jun 20 14:06:21 PDT 2009,NO_QUERY,mokinbird01,@NBC15NEWS  You trying to be funny.  Ha Ha ! 
0,1692403949,Sun May 03 19:55:25 PDT 2009,NO_QUERY,OhMaiLisa,I lost my Invisible Children heart. 
1,2070450243,Sun Jun 07 17:43:01 PDT 2009,NO_QUERY,ladycheng,is at work. trying out twitter on the side while listening to podcast. 
0,1555791483,Sat Apr 18 20:42:14 PDT 2009,NO_QUERY,Lena_,@broodman. Kinda cause i've never seen them. The tix left are crap tho 
1,2045273208,Fri Jun 05 10:29:19 PDT 2009,NO_QUERY,DaniCo216,@0colleen all of the above 
0,1693143277,Sun May 03 21:40:59 PDT 2009,NO_QUERY,GammaX,"@FUCKCITY oh, yes "
1,1993519156,Mon Jun 01 10:30:28 PDT 2009,NO_QUERY,LeeOmgFtw,@Croppley thats okay then *hugs anyway* 
1,2191921986,Tue Jun 16 06:12:21 PDT 2009,NO_QUERY,spooks03,@recklessreckra Glad to see you really miss the good ole TN mtn air  .. really hope to catch up with you one day while your in call me
1,2063463289,Sun Jun 07 02:45:39 PDT 2009,NO_QUERY,shamim86,@edsouza5 cant say i had a quiet weekend..had a mate over from Aussie..gosh the town is pretty quiet though WINTER..brrrr 
1,2050244341,Fri Jun 05 18:19:32 PDT 2009,NO_QUERY,babyshazam,@sunbridge That's nice  it's really a special day today ^^;
1,1771109567,Mon May 11 23:13:32 PDT 2009,NO_QUERY,charliefoxsays,tonight was a good night 
1,2175693740,Mon Jun 15 01:43:17 PDT 2009,NO_QUERY,aLeX_28,I am so confused with what to drop...Grr. Should be going for a meal tonight 
1,1695191876,Mon May 04 05:28:36 PDT 2009,NO_QUERY,rialistic,      hmmmm.... i wonder how she my number @-)
0,1680161975,Sat May 02 11:02:40 PDT 2009,NO_QUERY,Snowkril,I knew i shouldn't have gone to sleep... totally messed up my sleeping hours now 
1,1999552187,Mon Jun 01 20:25:05 PDT 2009,NO_QUERY,WowitsHeather,@DanaDazed Lol Thank you 
0,1693046802,Sun May 03 21:25:28 PDT 2009,NO_QUERY,oxlifesabeach31,Legit depressed  miss bamboozle my friends and the hotel  had an amazing time &lt;3
0,2244859735,Fri Jun 19 15:19:07 PDT 2009,NO_QUERY,twilsonw,@MyyaPmore We are getting a divorce! I'm signing the paper now 
1,1969634887,Sat May 30 00:41:09 PDT 2009,NO_QUERY,Liiiindsaay,Taylor Swift - You're not sorry... actually I don't like her but this song is so beautiful.. Like speechless and we are one  soo sad but..
1,2051406877,Fri Jun 05 21:56:45 PDT 2009,NO_QUERY,withclassSNG,At the iHop. Funny how we end up in these places. 
1,1982566735,Sun May 31 11:27:59 PDT 2009,NO_QUERY,NaomiiRose,"Watching Big Brother's Big Quiz on 40D, 5 days "
0,2065755057,Sun Jun 07 09:13:33 PDT 2009,NO_QUERY,vanyaamada,wants a new dobok!  http://plurk.com/p/z4uc7
1,1996478029,Mon Jun 01 15:09:05 PDT 2009,NO_QUERY,tweetypye23,#musicmonday The Fray - How To Save A Life. The song i listen to each night before i go to sleep 
1,2031329645,Thu Jun 04 09:39:51 PDT 2009,NO_QUERY,rhitgirl,"@rose_engine  how about tonight? i think i'll be helping my sister with her project, but i can update you on how thats going. but for now"
1,2000632044,Mon Jun 01 22:33:57 PDT 2009,NO_QUERY,stefan_amann,@juliuskoroll I hope today! 
0,1969288500,Fri May 29 23:34:21 PDT 2009,NO_QUERY,karl_goddard,Sunburn is still hurting... Currently look like a cherry tomato 
0,1693951626,Mon May 04 00:26:07 PDT 2009,NO_QUERY,SilasTheScribe,"#teapix isn't working for me  I WANT TO SEE THE TEAMAGEDDON! Alas, I blame my internet connection."
0,1982343877,Sun May 31 11:01:16 PDT 2009,NO_QUERY,chrisluvssixxam,@7angela7 i have about the same...i also have comforters that i need to take to the laundromat...i miss my canyon capacity w/d 
1,1965952278,Fri May 29 16:50:54 PDT 2009,NO_QUERY,SonjaRyans,Just left Barnes n Noble my son wanted no part of it but by the time it was time to go it was me saying...Come on&quot;We HAVE to go!&quot; SUCCESS 
1,1984484185,Sun May 31 15:11:48 PDT 2009,NO_QUERY,ashalynd,@davengeo you can be assured of that 
0,2248980760,Fri Jun 19 21:30:48 PDT 2009,NO_QUERY,LindsPohl,"I need a good pair of dark, straight or slightly flared jeans. I can't find any "
0,2050534366,Fri Jun 05 18:50:33 PDT 2009,NO_QUERY,theknitist,is declaring war on The Rabbits... just had my garden pillaged 
1,1998452366,Mon Jun 01 18:34:19 PDT 2009,NO_QUERY,AmorHilton,my hair isnt blonde niggas x) that was just it when i strip it to dye it 
0,1469468308,Tue Apr 07 06:28:30 PDT 2009,NO_QUERY,AliBlizz,back to work and have to work a little later than normal 
1,1694531686,Mon May 04 03:02:54 PDT 2009,NO_QUERY,anamariadiaz,Recording new songs 
1,1755185467,Sun May 10 08:29:03 PDT 2009,NO_QUERY,cri_sty,"@Jonasbrothers happy mothers day to DENISE!!! she's wonderful and she's our 2nd mom  Denise, thank you to have grown these amazing boys!!!"
0,1835957638,Mon May 18 07:05:34 PDT 2009,NO_QUERY,MacCheetah,Monday already!?!  Another long and annoying week ahead. 
1,2063618603,Sun Jun 07 03:23:50 PDT 2009,NO_QUERY,NYBabe,"@licksharder Oh I'm definitely dressed for it, going for a few drinks, nothing else lol, but its still a hot one "
0,1794216673,Thu May 14 05:16:11 PDT 2009,NO_QUERY,csstein,"My body barometer is going off the charts today. As much as I LOVE thunderstorms, I hate them too... "
0,2215639004,Wed Jun 17 18:24:44 PDT 2009,NO_QUERY,Bia_Loves_NKOTB,@veronica78 no  did you??????
0,1694381992,Mon May 04 02:22:15 PDT 2009,NO_QUERY,gt_killaa,_ is going to bed its 2:22 in the morning and I have to get up at 5 grr skool 
0,2047590891,Fri Jun 05 13:52:55 PDT 2009,NO_QUERY,mattlaschneider,Brain thinks it's quitting time. Stupid time-zone change. 
0,1559353526,Sun Apr 19 10:55:13 PDT 2009,NO_QUERY,lola525,coffee with bee. sunday tradition! but last one of the semester 
1,1995874178,Mon Jun 01 14:10:53 PDT 2009,NO_QUERY,josi101,@MatthewBryan g-night!  x
0,2296761907,Tue Jun 23 09:35:08 PDT 2009,NO_QUERY,allisonduck,Anybody have a car for sale? My old Taurus is about to croak 
1,2062687001,Sat Jun 06 23:59:13 PDT 2009,NO_QUERY,ktzrgc,"Check this out: Matt Nathanson - Come On, Get Higher lyrics http://bit.ly/yzNdJ @LyricsMode_com esta divina la kncion  &lt;3"
0,2229203852,Thu Jun 18 15:25:07 PDT 2009,NO_QUERY,love_fool,@wildtrent555 you dont have time now!  what have you been doinggg!
0,2258003636,Sat Jun 20 15:14:14 PDT 2009,NO_QUERY,beckarinaxx,I have a belly ache  the only way it doesn't hurt is when I sit perfectly still and hold my breath wtf
1,2051375057,Fri Jun 05 21:50:41 PDT 2009,NO_QUERY,snoorlax,PROVANDO TWEETDECK 
0,2236645205,Fri Jun 19 04:12:27 PDT 2009,NO_QUERY,rosie_rage,"@rosieeejones I KNW I AM TOO  i was meant to be camping, buh i gotta go tomorrow! :/ better than nowt init! x"
1,2050490809,Fri Jun 05 18:45:50 PDT 2009,NO_QUERY,lmyers7638,"@Georgesstpierre Love you so much man! My boyfriend and I are big, big fans!  You are the complete fighter!"
0,1687061893,Sun May 03 07:39:05 PDT 2009,NO_QUERY,jacobthebunny,"not been on for a while - have 2 bunny visitors staying for a few weeks, the young one is a bit mad - keeps me awake at nights "
0,2209270993,Wed Jun 17 10:12:13 PDT 2009,NO_QUERY,hyss1,$JAZZ scalp B/E. Frustrating day.  
1,1981902104,Sun May 31 10:07:26 PDT 2009,NO_QUERY,KelcieJForrer,W my eeshy poo 
1,2065942935,Sun Jun 07 09:35:27 PDT 2009,NO_QUERY,Siraahh,http://twitpic.com/6u4bo I totally want a puppy as my bday gift. 
1,2002455633,Tue Jun 02 04:15:56 PDT 2009,NO_QUERY,janbos,@jennabloch I'm busy with the same book 
0,1965650925,Fri May 29 16:17:48 PDT 2009,NO_QUERY,rachyrocks,"WIDE awake, scoffed 3/4's of a pizza and feel like a sumo  such a weak day! Run tomorrow"
0,1991862255,Mon Jun 01 07:47:41 PDT 2009,NO_QUERY,kristalflentge,"@stlellen  Yes, me.  And I was all weekend too. "
0,2301114012,Tue Jun 23 15:01:02 PDT 2009,NO_QUERY,Krren,I sure wish I was in a better mood. 
1,1468237743,Tue Apr 07 00:28:27 PDT 2009,NO_QUERY,andrewferrier,"@timdp, which train? "
0,2225908558,Thu Jun 18 11:17:43 PDT 2009,NO_QUERY,karlexceed,@tendercakes wooowooo!!! congratulations! wish i could make it to the kitty tonight 
0,2322644547,Wed Jun 24 22:59:49 PDT 2009,NO_QUERY,purplefoodie,@delphiz can't log in to vite.   will have to email them
0,1997132853,Mon Jun 01 16:18:42 PDT 2009,NO_QUERY,DontworryboutB,I found my guitar its so sick now i have to wait three months to get it 
1,1881059717,Fri May 22 03:27:46 PDT 2009,NO_QUERY,puppaz,@snow_whitex napping can lead to immense dream funnage 
0,2004038867,Tue Jun 02 07:34:02 PDT 2009,NO_QUERY,xxMOIRAxx,Dentist soon noooooo it's too sunny to be in a stuffy waiting room 
1,1984019323,Sun May 31 14:16:59 PDT 2009,NO_QUERY,JBrocksmysox,@DanFQdEXun Thanx for following me!! 
1,1980008587,Sun May 31 05:21:29 PDT 2009,NO_QUERY,RusniBudiati,just saw a tv program on NHK....Osaka people are cool 
1,2046866045,Fri Jun 05 12:48:26 PDT 2009,NO_QUERY,kevindjohnson,@kwells2416 Hey buddy! Finally getting a chance to listen   Just tuned in.
1,2175862301,Mon Jun 15 02:12:49 PDT 2009,NO_QUERY,tomharrow,@thisismattball we've been doin just that and everything else - and she's still cookin 
0,2017329470,Wed Jun 03 08:12:52 PDT 2009,NO_QUERY,Keyonce89,good moring!! So i woke up feeling better than last night!!! But 'm still fighting this sickness!!!! 
0,2063986231,Sun Jun 07 04:49:59 PDT 2009,NO_QUERY,roboholic,the weather is not as bad as yesterday... short spells of sunshine in London...  but i am too sick to get out of bed 
0,1753203286,Sun May 10 00:33:20 PDT 2009,NO_QUERY,msritho,Swifts went down again  moments of brilliance though.
0,2262755823,Sat Jun 20 23:10:00 PDT 2009,NO_QUERY,butadream,@littlemissmessy ... which I can't go!!!  Couldn't sleep much after that!
0,2239211182,Fri Jun 19 08:15:54 PDT 2009,NO_QUERY,SweetBea,@wearingmascara COLDSTONE?? Now that just hurts... 
1,1684980007,Sat May 02 22:39:14 PDT 2009,NO_QUERY,azandiaMJBB,@Mary_Victoria ~ nite ~ sleep well and pleasant dreams  
1,1992605907,Mon Jun 01 09:01:37 PDT 2009,NO_QUERY,Ric_Scope,"Sun beating down, sitting with the windows and doors flung open.. Coffee, big choc muffin and downloading some cool new promos "
0,2216810368,Wed Jun 17 20:00:04 PDT 2009,NO_QUERY,TheKenJones,I've been told that this injection into my spine at the nerve root *should* relieve the pain. If it doesn't I may need surgery 
1,2055524496,Sat Jun 06 09:28:34 PDT 2009,NO_QUERY,iRicochet,@flipzy26 he's gonna get a verbal ass whooping. 
1,1978775001,Sun May 31 00:25:31 PDT 2009,NO_QUERY,ledretch,Hello World! 
0,1957042734,Thu May 28 23:21:29 PDT 2009,NO_QUERY,Kayleia,-- cried my eyes out at the finale of ER last night... 
1,2192336071,Tue Jun 16 06:52:57 PDT 2009,NO_QUERY,BrittanysChoice,"Good Morning!  ...Running very late, and I'm gonna be honest I just don't give a rats ass.."
0,1551211073,Sat Apr 18 08:26:42 PDT 2009,NO_QUERY,Murderdollii,too nice to work 
0,1755666207,Sun May 10 09:43:08 PDT 2009,NO_QUERY,nyc_specialist,"For Mother's Day, my cat gave me another ER cat visit. Thanks Sonny!  for giving mami a heart attack this morning. I love you! xoxox"
0,2216036339,Wed Jun 17 18:57:21 PDT 2009,NO_QUERY,WeblogofWeeds,"Just home from fam outing-I jumped out of the car excited to see Ceasar inside, then i remembered he wasnt w/ me this time "
1,2007979928,Tue Jun 02 13:26:28 PDT 2009,NO_QUERY,Leelah92,Camber again in July??? I think sooo my friend  minus the robbing!!
1,1984832561,Sun May 31 15:53:56 PDT 2009,NO_QUERY,MisfitGemma,is off to bed but wishes every single Alevel media student the best of luck for tomorrows exam and hopes she's helped Becca  Night xo
1,2063515084,Sun Jun 07 02:58:32 PDT 2009,NO_QUERY,NikNess,yesterday was totally crazy but brilliant  ^^ being with BF is the best thing u can do ^^ &lt;3 @Chelle_Nichelle ly sis ! &lt;3
1,1969845877,Sat May 30 01:26:54 PDT 2009,NO_QUERY,Laine369,It's another sizzler in the Uk. India pug is doing well. Thanku Allister for savin her eye. Going to really enjoy chillin today 
0,1795601300,Thu May 14 08:03:16 PDT 2009,NO_QUERY,iamkleach,On train. Book finished. Ipod dead. Next to smelly man. 
0,2060407594,Sat Jun 06 18:50:57 PDT 2009,NO_QUERY,GoldenGracie,@JadeChi aw yea I hope it doesn't ruin ur nite.  GREAT memories made w/ u boo. Def will think bk to em when my kids tlk abt how old I am 
1,1555788815,Sat Apr 18 20:41:47 PDT 2009,NO_QUERY,busybeeblogger,@Bleakey the boy i saw on wednesday 
1,1976350024,Sat May 30 17:08:06 PDT 2009,NO_QUERY,reneehendricks,Vegan or All Natural Beauty Fan?  Check out http://www.goodearthbeauty.com - a client of mine 
0,1967849470,Fri May 29 20:19:20 PDT 2009,NO_QUERY,ShoppingGreen,The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/3KQOZe
1,1965508259,Fri May 29 16:02:39 PDT 2009,NO_QUERY,librarybug,"Andy saying hello to Bella, our 2 year old niece over the phone. awww "
1,2178957572,Mon Jun 15 08:26:45 PDT 2009,NO_QUERY,frankydent,Heading into the office. Enjoying how sports radio is kissing LAKERS BOOTY    Mr D-Note @ Facebook or Twitter.com/frankydent
0,2230091406,Thu Jun 18 16:37:39 PDT 2009,NO_QUERY,SickBoy_0,Hey I'm not lame! 
1,2048241941,Fri Jun 05 14:53:16 PDT 2009,NO_QUERY,hargres06,@lancearmstrong Congrats to you all 
1,1832788907,Sun May 17 21:30:16 PDT 2009,NO_QUERY,dejong,@Toad008 I was there too. Twitter really needs to figure out a way of letting you know when you are in the proximity of people you follow 
1,2059230189,Sat Jun 06 16:30:39 PDT 2009,NO_QUERY,Magmoman,Watched Crank 2.... awesome 
1,2000699125,Mon Jun 01 22:44:06 PDT 2009,NO_QUERY,nikcz,@peterfacinelli Ok so do we have U laughing yet.. or did U start runin....  We get the longer U let us go!!!  
1,2190033398,Tue Jun 16 01:34:44 PDT 2009,NO_QUERY,CforrClemmensen,hahah i hate tracey grimshaw!! wtf is wif her tonight. 
0,2253834892,Sat Jun 20 08:49:00 PDT 2009,NO_QUERY,bellakimmie,@natneagle yes i know... sephora has a thing with over spending with me too..i spend so much but have less items than going to MAC 
1,2045940061,Fri Jun 05 11:27:44 PDT 2009,NO_QUERY,Packard_Sonic,@SheilafightsEB Thanks for the #FF 
0,2222045802,Thu Jun 18 06:24:54 PDT 2009,NO_QUERY,ROBsessedBlog,"Ooops, Taycob is so off my radar that I forgot him  @veronikablack  you forgot Taylor, he doesn't have profile here. "
1,1881766910,Fri May 22 05:30:35 PDT 2009,NO_QUERY,twishes,"[-O] @dannynic wish it mentioned her twitter name, I'd give her a follow  http://tinyurl.com/rbte52"
0,2045147349,Fri Jun 05 10:18:18 PDT 2009,NO_QUERY,sarcasmlive,"Sitting in History with Nathan/Amanda/Todd. Where did Andrew go?? And I am angry at the rain, any other day except today please Mr. Rain "
0,1981633194,Sun May 31 09:34:04 PDT 2009,NO_QUERY,pecanpies,@sophcorfan Scary stuff indeed. The thought of them being anywhere near in power makes me sick to my stomach. 
1,1827398672,Sun May 17 10:37:38 PDT 2009,NO_QUERY,ChellyBear15,just got back from church and is not eating homemade chocolate chip cookies and whole milk! 
0,2232898620,Thu Jun 18 20:32:59 PDT 2009,NO_QUERY,elionnn,"LOL, there was a small piece of cabbage in my hair.  Wtf?!"
1,2193343492,Tue Jun 16 08:19:46 PDT 2009,NO_QUERY,amyiscrazeeyh,will be officially out of high school at 2:30pm tomorrow 
0,2061370470,Sat Jun 06 20:43:38 PDT 2009,NO_QUERY,mikeeemoore,"@DramaBeats I tried man, 33 callers in front of me "
1,2181598082,Mon Jun 15 12:02:42 PDT 2009,NO_QUERY,gfserradinho,@Curiouslp following you now 
0,1550731500,Sat Apr 18 07:05:32 PDT 2009,NO_QUERY,AmberKarley,Its Another Rainboot day 
1,1984581636,Sun May 31 15:23:28 PDT 2009,NO_QUERY,9200feet,Currently &quot;resting&quot; outside  Getting a fire going so we can make smores. Hoping the weather will hold (keep hearing peels of thunder)
1,2061331983,Sat Jun 06 20:38:55 PDT 2009,NO_QUERY,Nelly_Vi,Just had sushi. Heading out to Hoeasis in a lil bit. 
1,2179971914,Mon Jun 15 09:50:10 PDT 2009,NO_QUERY,Benthhh,"downloading something for my Ipod, so I can convert dvd's to my Ipod "
0,1794359824,Thu May 14 05:37:43 PDT 2009,NO_QUERY,reginafrancisco,@UluvUY We all want a reunion.  Problem`s always at time&amp;date. Gah. @-)
1,2185058417,Mon Jun 15 16:49:22 PDT 2009,NO_QUERY,chrissymyers,@NikBpat So's your face 
